Company Code	Curve Mnemonic	PWLS v3 Property	Curve Unit Quantity Class	LIS Curve Mnemonic	Curve Description
440	EPSI_DLG2_F3	dielectric constant	unitless		Frequency 3 Differential Longitudinal Spacing 2 Permittivity
440	EPSI_DLG2_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Longitudinal Spacing 2 Permittivity
440	EPSI_DLG2_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Longitudinal Spacing 2 Permittivity
440	EPSI_DLG3_F0	dielectric constant	unitless		Frequency 0 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F1	dielectric constant	unitless		Frequency 1 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F2	dielectric constant	unitless		Frequency 2 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F3	dielectric constant	unitless		Frequency 3 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG3_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Longitudinal Spacing 3 Permittivity
440	EPSI_DLG4_F0	dielectric constant	unitless		Frequency 0 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F1	dielectric constant	unitless		Frequency 1 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F2	dielectric constant	unitless		Frequency 2 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F3	dielectric constant	unitless		Frequency 3 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DLG4_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Longitudinal Spacing 4 Permittivity
440	EPSI_DTE1_F0	dielectric constant	unitless		Frequency 0 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F1	dielectric constant	unitless		Frequency 1 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F2	dielectric constant	unitless		Frequency 2 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F3	dielectric constant	unitless		Frequency 3 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Transverse Electric Permittivity
440	EPSI_DTE1_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Transverse Electric Permittivity
440	EPSI_DTR1_F0	dielectric constant	unitless		Frequency 0 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F1	dielectric constant	unitless		Frequency 1 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F2	dielectric constant	unitless		Frequency 2 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F3	dielectric constant	unitless		Frequency 3 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR1_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Transverse Spacing 1 Permittivity
440	EPSI_DTR2_F0	dielectric constant	unitless		Frequency 0 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F1	dielectric constant	unitless		Frequency 1 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F2	dielectric constant	unitless		Frequency 2 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F3	dielectric constant	unitless		Frequency 3 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR2_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Transverse Spacing 2 Permittivity
440	EPSI_DTR3_F0	dielectric constant	unitless		Frequency 0 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F1	dielectric constant	unitless		Frequency 1 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F2	dielectric constant	unitless		Frequency 2 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F3	dielectric constant	unitless		Frequency 3 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR3_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Transverse Spacing 3 Permittivity
440	EPSI_DTR4_F0	dielectric constant	unitless		Frequency 0 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F0_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 0 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F1	dielectric constant	unitless		Frequency 1 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F1_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 1 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F2	dielectric constant	unitless		Frequency 2 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F2_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 2 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F3	dielectric constant	unitless		Frequency 3 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Differential Transverse Spacing 4 Permittivity
440	EPSI_DTR4_F3_VDC	dielectric constant	unitless		Vertical Deconvolved Frequency 3 Differential Transverse Spacing 4 Permittivity
440	EPSI_MATR	dielectric constant	unitless		Matrix Permittivity
440	EPSI_MATR_CARB	dielectric constant	unitless		Matrix Dielectric Permittivity from UMA computed with Carbonates Algorithm
440	EPSI_MATR_INCP	dielectric constant	unitless		Matrix Permittivity from Minerals from Inelastic-Capture Processing
440	EPSI_MATR_SHSA	dielectric constant	unitless		Matrix Dielectric Permittivity from UMA computed with Shaly Sand Algorithm
440	EPSI_MATR_XP	dielectric constant	unitless		Matrix Permittivity Input To Single Frequency Quicklook
440	EPSI_MCP_F0	dielectric constant	unitless		Reflection Probe Permittivity at Frequency 0
440	EPSI_MCP_F1	dielectric constant	unitless		Reflection Probe Permittivity at Frequency 1
440	EPSI_MCP_F2	dielectric constant	unitless		Reflection Probe Permittivity at Frequency 2
440	EPSI_MCP_F3	dielectric constant	unitless		Reflection Probe Permittivity at Frequency 3
440	EPSI_XD_F0	dielectric constant	unitless		Frequency 0 Deep Zone Permittivity
440	EPSI_XD_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Deep Zone Permittivity
440	EPSI_XD_F1	dielectric constant	unitless		Frequency 1 Deep Zone Permittivity
440	EPSI_XD_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Deep Zone Permittivity
440	EPSI_XD_F2	dielectric constant	unitless		Frequency 2 Deep Zone Permittivity
440	EPSI_XD_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Deep Zone Permittivity
440	EPSI_XD_F3	dielectric constant	unitless		Frequency 3 Deep Zone Permittivity
440	EPSI_XD_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Deep Zone Permittivity
440	EPSI_XO_F0	dielectric constant	unitless		Frequency 0 Invaded Zone Permittivity
440	EPSI_XO_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Invaded Zone Permittivity
440	EPSI_XO_F1	dielectric constant	unitless		Frequency 1 Invaded Zone Permittivity
440	EPSI_XO_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Invaded Zone Permittivity
440	EPSI_XO_F2	dielectric constant	unitless		Frequency 2 Invaded Zone Permittivity
440	EPSI_XO_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Invaded Zone Permittivity
440	EPSI_XO_F3	dielectric constant	unitless		Frequency 3 Invaded Zone Permittivity
440	EPSI_XO_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Invaded Zone Permittivity
440	EPSI_XON	dielectric constant	unitless		Invaded Zone Dielectric Permittivity
440	EPSI_XS_F0	dielectric constant	unitless		Frequency 0 Shallow Zone Permittivity
440	EPSI_XS_F0_SIG	dielectric constant	unitless		Uncertainty on Frequency 0 Shallow Zone Permittivity
440	EPSI_XS_F1	dielectric constant	unitless		Frequency 1 Shallow Zone Permittivity
440	EPSI_XS_F1_SIG	dielectric constant	unitless		Uncertainty on Frequency 1 Shallow Zone Permittivity
440	EPSI_XS_F2	dielectric constant	unitless		Frequency 2 Shallow Zone Permittivity
440	EPSI_XS_F2_SIG	dielectric constant	unitless		Uncertainty on Frequency 2 Shallow Zone Permittivity
440	EPSI_XS_F3	dielectric constant	unitless		Frequency 3 Shallow Zone Permittivity
440	EPSI_XS_F3_SIG	dielectric constant	unitless		Uncertainty on Frequency 3 Shallow Zone Permittivity
440	EPSR2_QG_A	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad A
440	EPSR2_QG_B	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad B
440	EPSR2_QG_C	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad C
440	EPSR2_QG_D	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad D
440	EPSR2_QG_E	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad E
440	EPSR2_QG_F	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad F
440	EPSR2_QG_G	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad G
440	EPSR2_QG_H	dielectric constant	unitless		Quanta Geo dielectric permittivity 2, Pad H
440	EPSX	water saturation	dimensionless		EPT Water Saturation (TPO)
440	EPTH0	threshold	electric potential difference		Electrical Probe 0 Downhole Signal Threshold
440	EPTH1	threshold	electric potential difference		Electrical Probe 1 Downhole Signal Threshold
440	EPTH2	threshold	electric potential difference		Electrical Probe 2 Downhole Signal Threshold
440	EPTH3	threshold	electric potential difference		Electrical Probe 3 Downhole Signal Threshold
440	EPTH4	threshold	electric potential difference		Electrical Probe 4 Downhole Signal Threshold
440	EPTH5	threshold	electric potential difference		Electrical Probe 5 Downhole Signal Threshold
440	EPWA	plane angle	plane angle		EMS Pad Hole-Wall Angle
440	EQMW	mud density	mass per volume		Equivalent Mud Weight from Final Buildup Pressure
440	ER1	radius	length		External Radius 1
440	ER2	radius	length		External Radius 2
440	ER3	radius	length		External Radius 3
440	ER4	radius	length		External Radius 4
440	ER5	radius	length		External Radius 5
440	ER6	radius	length		External Radius 6
440	ER7	radius	length		External Radius 7
440	ER8	radius	length		External Radius 8
440	ERA	plane angle	plane angle		Ellipse Rotation Angle
440	ERA_PPC1	plane angle	plane angle		Angle between Ellipse Long Axis and Line of Caliper 1-3
440	ERA_PPC2	plane angle	plane angle		Angle between Ellipse Long Axis and Line of Caliper 1-3
440	ERA_PPC3	plane angle	plane angle		Angle between Ellipse Long Axis and Line of Caliper 1-3
440	ERA_PPC4	plane angle	plane angle		Angle between Ellipse Long Axis and Line of Caliper 1-3
440	ERAV	radius	length		External Radii Average
440	ERAV_EXT	radius	length	ERAV	Average External Radius Corrected for External Eccentering
440	ERAV_RF	radius	length	REVA	Median of External Radii for Unflagged Waves
440	ERB	relative bearing	plane angle		Ellipse Relative Bearing
440	ERBA_EXT	differential radius	length		External Radii Corrected for External Eccentering Minus Average
440	ERBK	radius	length		External Radii
440	ERBK_EXT	radius	length	ERBK	External Radii Corrected for External Eccentering
440	ERBK_RAW_RF	radius	length		Unflagged External Radii of Casing
440	ERBN_EXT	differential radius	length		External Radii Corrected for External Eccentering minus CDIA
440	ERBR	none	dimensionless		Resistivity Reconstruction Errors
440	ERCO	resistance	electric resistance		Contact Resistance E
440	ERDF	coefficient	unitless		ECS Resolution Degradation Factor
440	ERDF_20	coefficient	unitless	ERDF	Resolution Degradation Factor (20 Elemental Standards Processing)
440	ERDRTF	end time	unitless		End of the Radial Flow Regime
440	ERDTIM	end time	time		End of the Radial Flow Regime Interval Time
440	EREA	azimuth	plane angle		EMS Relative Ellipse Azimuth
440	EREC	dielectric constant	unitless		Epsilon Reconstructed
440	ERFA	apparent mud filtrate resistivity	electrical resistivity		EPT Apparent Resistivity of Fluid
440	ERMC	quality indicator	unitless		Confidence on Standoff Zone Resistivity
440	ERMD_RF	radius	length		Median of Unflagged External Radii
440	ERMN	radius	length		External Radii Minimum
440	ERMN_EXT	radius	length	ERMN	Minimum External Radius Corrected for External Eccentering
440	ERMN_RF	radius	length	RERN	Minimum of Unflagged External Radii
440	ERMX	radius	length		External Radii Maximum
440	ERMX_EXT	radius	length	ERMX	Maximum External Radius Corrected for External Eccentering
440	ERMX_RF	radius	length	RERX	Maximum of Unflagged External Radii
440	ERNO	radius	length		Nominal Casing External Radius
440	ERO8	quality indicator	mass per volume		Confidence on High Resolution Formation Density
440	EROM	amount	unitless		EMS ROM Data
440	EROZ	quality indicator	mass per volume		Confidence on Standard Resolution Formation Density
440	EROZ_BSL_RMV	quality indicator	mass per volume	EROZ	HRDD Confidence on Standard Resolution Formation Density with Baseline Removed
440	ERRBND	error band	dimensionless		Error Band
440	ERXO	quality indicator	unitless		Confidence on Invaded Zone Resistivity
440	ESA	semi minor axis	length		Ellipse Short Axis
440	ESA_PPC1	semi minor axis	length		Ellipse Short Axis
440	ESA_PPC2	semi minor axis	length		Ellipse Short Axis
440	ESA_PPC3	semi minor axis	length		Ellipse Short Axis
440	ESA_PPC4	semi minor axis	length		Ellipse Short Axis
440	ESAT	sampling duration	time		ECS Spectrum Acquisition Time
440	ESBP	count rate	frequency		ECS Pile-up Channel 0 Count Rate
440	ESBS	length	length		Estimated Stand-alone Bubble size
440	ESBS_SL	length	length	ESBS	Estimated Stand-alone Bubble size
440	ESD	mud density	mass per volume		Equivalent Static Density
440	ESD_MAX	mud density	mass per volume		Maximum Equivalent Static Density
440	ESD_MAX_RT	mud density	mass per volume		Maximum Equivalent Static Density
440	ESD_MIN	mud density	mass per volume		Mininum Equivalent Static Density
440	ESD_MIN_RT	mud density	mass per volume		Mininum Equivalent Static Density
440	ESD_RT	mud density	mass per volume		Equivalent Static Density
440	ESDT	count rate	frequency		ECS Dead Time Count Rate
440	ESGP	pressure	pressure		Engineering Units Strain Gauge Pressure
440	ESGP_SL	pressure	pressure		Engineering Units SGP - Station Log
440	ESHO	error	dimensionless		ARCWizard Shoulder Bed Inversion Percentage Error
440	ESHS	acoustic energy	logarithmic power ratio		Energy Shear Stacked
440	ESIGF	neutron capture cross section	area		Early-Time-Decay Formation Capture Cross Section
440	ESIGF_HR	neutron capture cross section	area		APS High Resolution Early-Time-Decay Formation Capture Cross Section
440	ESMPTIM	end time	time		End of Sample Time
440	ESMPTPRES	pressure	pressure		Sampling Point Pressure at End of Sample
440	ESP1	pressure	pressure		Pressure 1
440	ESP2	pressure	pressure		Pressure 2
440	ESP3	pressure	pressure		Pressure 3
440	ESP4	pressure	pressure		Pressure 4
440	ESP5	pressure	pressure		Pressure 5
440	ESPS	count	unitless		ECS Pile-up Spectrum
440	ESPSTF	end time	unitless		End of the Spherical Flow Regime
440	ESPTIM	end time	time		End of the Spherical Flow Regime Interval Time
440	ESRA	stress	pressure		Effective Radial Stress
440	ESSP	count	unitless		ECS Spectrum
440	ESSR_20	count rate	frequency	ESSR	Spectral Count Rate (Channels 40-240) (20 Elemental Standards Processing)
440	ESSZ	error	dimensionless		Reconstruction Error on Short Spacing - Standard Resolution
440	EST	tool status	unitless		EMS Status
440	EST1	temperature	thermodynamic temperature		Temperature 1
440	EST2	temperature	thermodynamic temperature		Temperature 2
440	EST3	temperature	thermodynamic temperature		Temperature 3
440	EST4	temperature	thermodynamic temperature		Temperature 4
440	EST5	temperature	thermodynamic temperature		Temperature 5
440	ESTA	stress	pressure		Effective Tangential Stress
440	ESTATIONTIM	time stamp	time		Time at End of Station
440	ESTF	ordinal number	unitless		Estimated Seismic Telemetry Frame
440	ESTS	acoustic energy	logarithmic power ratio		Energy Stoneley Stacked
440	ESUF	coefficient	unitless	ESUF	Elemental Statistical Uncertainty Factor
440	ESUF_ACQ	coefficient	unitless		Elemental Statistical Uncertainty Factor (SpectroLith WALK2 Model in Acquisition)
440	ESUF_CAP	coefficient	unitless		Elemental Statistical Uncertainty Factor from Capture Processing
440	ESUF_ECO_RT	coefficient	unitless		Elemental Statistical Uncertainty Factor, Real-Time
440	ESUF_FILT	coefficient	unitless		Elemental Statistical Uncertainty Factor Filtered
440	ESUF_INCP	coefficient	unitless		Elemental Statistical Uncertainty Factor from Inelastic-Capture Processing
440	ESUF_INEL	coefficient	unitless		Elemental Statistical Uncertainty Factor from Inelastic Processing
440	ESUF_WALK2	coefficient	unitless	ESUF	Elemental Statistical Uncertainty Factor (SpectroLith WALK2 Model)
440	ESVT	flow velocity	length per time		Downhole Total Flow Fluid Velocity
440	ESVT_SL	flow velocity	length per time	ESVT	Downhole Total Flow Fluid Velocity
440	ESWU	amount	unitless		ECS Marquardt Index
440	ESXE	flushed zone water saturation	dimensionless		EPT Flushed Zone Water Saturation (Effective)
440	ESXO	flushed zone water saturation	dimensionless		EPT Flushed Zone Water Saturation
440	ESXT	flushed zone water saturation	dimensionless		EPT Total Flushed Zone Water Saturation
440	ET_DEC	time stamp	time		Phase E Decimation Pressure Time Stamp
440	ETC	none	Length		EMS Tool Center
440	ETC1	none	length		EMS Tool Center 1
440	ETC1_PPC1	displacement	length		PPC1 Tool Center Position on the Caliper #1 and #3 log
440	ETC1_PPC2	displacement	length		PPC2 Tool Center Position on the Caliper #1 and #3 log
440	ETC1_PPC3	displacement	length		PPC3 Tool Center Position on the Caliper #1 and #3 log
440	ETC1_PPC4	displacement	length		PPC4 Tool Center Position on the Caliper #1 and #3 log
440	ETC2	none	length		EMS Tool Center 2
440	ETC2_PPC1	displacement	length		PPC1 Tool Center Position on the Caliper #2 and #4 log
440	ETC2_PPC2	displacement	length		PPC2 Tool Center Position on the Caliper #2 and #4 log
440	ETC2_PPC3	displacement	length		PPC3 Tool Center Position on the Caliper #2 and #4 log
440	ETC2_PPC4	displacement	length		PPC4 Tool Center Position on the Caliper #2 and #4 log
440	ETC3	none	length		EMS Tool Center 3
440	ETEN_MIN_TEN	tensile strength	pressure	TSTR	Excess tensile strength at the tensile apex wellbore pressure
440	ETET	none	dimensionless		Pseudo Time Clock
440	ETFT	none	dimensionless		Pseudo Time Clock
440	ETH_APD	partial density	mass per volume		C2-C5 Average Partial Density
440	ETH_APDBSMP	partial density	mass per volume		C2-C5 Average Partial Density Before Sampling
440	ETH_CGA	reservoir fluid density	mass per volume	ETH	C2-C5 Partial Density
440	ETH_CGA_DL	reservoir fluid density	mass per volume	ETH	C2-C5 Partial Density (Depth Logging)
440	ETH_CGA2	reservoir fluid density	mass per volume		CGA2 C2-C5 Partial Density
440	ETH_CGA2_DL	reservoir fluid density	mass per volume		CGA2 C2-C5 Partial Density (Depth Logging)
440	ETH_CGA3	reservoir fluid density	mass per volume		CGA3 C2-C5 Partial Density
440	ETH_CGA3_DL	reservoir fluid density	mass per volume		CGA3 C2-C5 Partial Density (Depth Logging)
440	ETH_PD	partial density	mass per volume		C2-C5 Partial Density
440	ETH_PD_OP1	partial density	mass per volume		TNOP 1 C2-C5 Partial Density
440	ETHAR	ratio	unitless		Average Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHAR_IFA1	ratio	unitless		IFA 1 Ratio of Ethane Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHAR_IFA2	ratio	unitless		IFA 2 Ratio of Ethane Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHAR_IFAX1	ratio	unitless		IFAX 1 Ratio of Ethane Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHAR_IFAX2	ratio	unitless		IFAX 2 Ratio of Ethane Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHARBSMP	ratio	unitless		Average Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2 Before Sampling
440	ETHK	thickness	length		Electromagnetic Computed Thickness
440	ETHNR	ratio	unitless		Ratio of Ethane Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHR	ratio	unitless		Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHR_CGA	ratio	unitless	ETHR	Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHR_CGA_DL	ratio	unitless	ETHR	Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2 (Depth Logging)
440	ETHR_CGA2	ratio	unitless		CGA2 Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHR_CGA2_DL	ratio	unitless		CGA2 Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2 (Depth Logging)
440	ETHR_CGA3	ratio	unitless		CGA3 Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETHR_CGA3_DL	ratio	unitless		CGA3 Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2 (Depth Logging)
440	ETHR_OP1	ratio	unitless		TNOP 1 Ratio of C2-C5 Partial Density to Partial Density of Hydrocarbon + CO2
440	ETIM	time interval	time		Elapsed Logging Time
440	ETIM_PL	time interval	time		Elapsed Logging Time
440	ETIM_SL	time interval	time	ETIM	Elapsed Logging Time
440	ETIM_XPT	time interval	time	ETIM	Elapsed Time
440	ETL	amount	unitless		EMS Telemetry
440	ETTT	electromagnetic attenuation rate	logarithmic power ratio per length		Theoretical EATT Value
440	EU1	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 1
440	EU2	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 2
440	EU3	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 3
440	EU4	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 4
440	EU5	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 5
440	EU6	electric potential	electric potential difference		Calibration Eddy Current, Upper Array Pad 6
440	EUCS_MIN_SH	compressive strength	pressure	UCS	Excess unconfined compressive strength at the shear apex wellbore pressure
440	EV	electric potential	electric potential difference		EMEX Voltage
440	EVALTPMPVOL1	volume	volume		Evaluation Total Pumped Volume 1
440	EVALTPMPVOL2	volume	volume		Evaluation Total Pumped Volume 2
440	EVENT_ID	amount	unitless		Event Point ID
440	EVENT_PA	amount	unitless		Event Point Parameter
440	EVENTD	amount	unitless	EVTD	Event Flag for Downgoing Reflector
440	EVENTU	amount	unitless	EVTU	Event Flag for Upgoing Reflector
440	EVLV	height	Length		Traveling Block Altitude (Elevator level)
440	EVNT	amount	unitless		Event Location
